time,waiting_tasks,completed_tasks,active_robots,blocked_robots
335,59,39,2,0
336,59,39,2,0
337,59,39,2,0
338,59,39,2,0
339,59,40,1,0
340,58,40,2,0
341,58,41,1,0
342,57,41,2,0
343,57,41,2,0
344,57,41,2,0
345,57,41,2,0
346,57,41,2,0
347,57,41,2,0
348,57,41,2,0
349,57,41,2,0
350,57,41,2,0
351,57,41,2,0
352,57,41,2,0
353,57,41,2,0
354,57,41,2,0
355,57,41,2,0
356,57,42,1,0
357,56,42,2,0
358,56,42,2,0
359,56,43,1,0
360,55,43,2,0
361,55,43,2,0
362,55,43,2,0
363,55,43,2,0
364,55,43,2,0
365,55,43,2,0
366,55,43,2,0
367,55,44,1,0
368,54,44,2,0
369,54,44,2,0
370,54,44,2,0
371,54,44,2,0
372,54,44,2,0
373,54,44,2,0
374,54,45,1,0
375,53,45,2,0
376,53,45,2,0
377,53,45,2,0
378,53,45,2,0
379,53,45,2,0
380,53,45,2,0
381,53,45,2,0
382,53,45,2,0
383,53,46,1,0
384,52,46,2,0
385,52,46,2,0
386,52,46,2,0
387,52,46,2,0
388,52,46,2,0
389,52,46,2,0
390,52,46,2,0
391,52,46,2,0
392,52,46,2,0
393,52,46,2,0
394,52,46,2,0
395,52,46,2,0
396,52,46,2,0
397,52,47,1,0
398,51,47,2,0
399,51,47,2,0
400,51,47,2,0
401,51,48,1,0
402,50,48,2,0
403,50,48,2,0
404,50,48,2,0
405,50,48,2,0
406,50,48,2,0
407,50,48,2,0
408,50,48,2,0
409,50,48,2,0
410,50,48,2,0
411,50,49,1,0
412,49,49,2,0
413,49,49,2,0
414,49,49,2,0
415,49,49,2,0
416,49,49,2,0
417,49,49,2,0
418,49,49,2,0
419,49,49,2,0
420,49,49,2,0
421,49,49,2,0
422,49,50,1,0
423,48,50,2,0
424,48,50,2,0
425,48,50,2,0
426,48,50,2,0
427,48,50,2,0
428,48,50,2,0
429,48,51,1,0
430,47,51,2,0
431,47,51,2,0
432,47,51,2,0
433,47,51,2,0
434,47,51,2,0
435,47,51,2,0
436,47,51,2,0
437,47,51,2,0
438,47,51,2,0
439,47,51,2,0
440,47,52,1,0
441,46,52,2,0
442,46,52,2,0
443,46,52,2,0
444,46,52,2,0
445,46,52,2,0
446,46,53,1,0
447,45,53,2,0
448,45,53,2,0
449,45,53,2,0
450,45,53,2,0
451,45,53,2,0
452,45,53,2,0
453,45,53,2,0
454,45,53,2,0
455,45,53,2,0
456,45,54,1,0
457,44,54,2,0
458,44,54,2,0
459,44,54,2,0
460,44,54,2,0
461,44,54,2,0
462,44,54,2,0
463,44,54,2,0
464,44,54,2,0
465,44,54,2,0
466,44,54,2,0
467,44,54,2,0
468,44,54,2,0
469,44,55,1,0
470,43,55,2,0
471,43,55,2,0
472,43,55,2,0
473,43,55,2,0
474,43,55,2,0
475,43,55,2,0
476,43,55,2,0
477,43,55,2,0
478,43,55,2,0
479,43,55,2,0
480,43,55,2,0
481,43,56,1,0
482,42,56,2,0
483,42,56,2,0
484,42,56,2,0
485,42,56,2,0
486,42,56,2,0
487,42,56,2,0
488,42,56,2,0
489,42,56,2,0
490,42,56,2,0
491,42,56,2,0
492,42,56,2,0
493,42,57,1,0
494,41,57,2,0
495,41,57,2,0
496,41,57,2,0
497,41,57,2,0
498,41,57,2,0
499,41,57,2,0
500,41,57,2,0
501,41,57,2,0
502,41,57,2,0
503,41,57,2,0
504,41,58,1,0
505,40,58,2,0
506,40,58,2,0
507,40,58,2,0
508,40,58,2,0
509,40,58,2,0
510,40,58,2,0
511,40,58,2,0
512,40,58,2,0
513,40,58,2,0
514,40,58,2,0
515,40,58,2,0
516,40,58,2,0
517,40,60,0,0
518,38,60,2,0
519,38,60,2,0
520,38,60,2,0
521,38,60,2,0
522,38,60,2,0
523,38,60,2,0
524,38,60,2,0
525,38,60,2,0
526,38,60,2,0
527,38,60,2,0
528,38,60,2,0
529,38,60,2,0
530,38,61,1,0
531,37,61,2,0
532,37,61,2,0
533,37,61,2,0
534,37,61,2,0
535,37,61,2,0
536,37,61,2,0
537,37,61,2,0
538,37,61,2,0
539,37,61,2,0
540,37,61,2,0
541,37,62,1,0
542,36,62,2,0
543,36,62,2,0
544,36,62,2,0
545,36,62,2,0
546,36,62,2,0
547,36,62,2,0
548,36,62,2,0
549,36,63,1,0
550,35,63,2,0
551,35,63,2,0
552,35,63,2,0
553,35,63,2,0
554,35,63,2,0
555,35,63,2,0
556,35,63,2,0
557,35,63,2,0
558,35,63,2,0
559,35,63,2,0
560,35,63,2,0
561,35,63,2,0
562,35,63,2,0
563,35,63,2,0
564,35,63,2,0
565,35,63,2,0
566,35,63,2,0
567,35,63,2,0
568,35,63,2,0
569,35,63,2,0
570,35,63,2,0
571,35,63,2,0
572,35,64,1,0
573,34,65,1,0
574,33,65,2,0
575,33,65,2,0
576,33,65,2,0
577,33,65,2,0
578,33,65,2,0
579,33,65,2,0
580,33,65,2,0
581,33,65,2,0
582,33,65,2,0
583,33,65,2,0
584,33,65,2,0
585,33,66,1,0
586,32,66,2,0
587,32,66,2,0
588,32,66,2,0
589,32,66,2,0
590,32,66,2,0
591,32,66,2,0
592,32,66,2,0
593,32,66,2,0
594,32,66,2,0
595,32,66,2,0
596,32,67,1,0
597,31,67,2,0
598,31,68,1,0
599,30,68,2,0
600,30,68,2,0
601,30,68,2,0
602,30,68,2,0
603,30,68,2,0
604,30,68,2,0
605,30,68,2,0
606,30,68,2,0
607,30,68,2,0
608,30,68,2,0
609,30,68,2,0
610,30,68,2,0
611,30,68,2,0
612,30,68,2,0
613,30,68,2,0
614,30,69,1,0
615,29,69,2,0
616,29,69,2,0
617,29,69,2,0
618,29,69,2,0
619,29,69,2,0
620,29,69,2,0
621,29,70,1,0
622,28,70,2,0
623,28,70,2,0
624,28,70,2,0
625,28,70,2,0
626,28,70,2,0
627,28,70,2,0
628,28,70,2,0
629,28,70,2,0
630,28,70,2,0
631,28,70,2,0
632,28,70,2,0
633,28,70,2,0
634,28,70,2,0
635,28,70,2,0
636,28,70,2,0
637,28,71,1,0
638,27,71,2,0
639,27,71,2,0
640,27,71,2,0
641,27,71,2,0
642,27,71,2,0
643,27,71,2,0
644,27,71,2,0
645,27,71,2,0
646,27,71,2,0
647,27,71,2,0
648,27,71,2,0
649,27,71,2,0
650,27,71,2,0
651,27,71,2,0
652,27,71,2,0
653,27,71,2,0
654,27,72,1,0
655,26,72,2,0
656,26,72,2,0
657,26,72,2,0
658,26,72,2,0
659,26,72,2,0
660,26,72,2,0
661,26,72,2,0
662,26,72,2,0
663,26,72,2,0
664,26,72,2,0
665,26,72,2,0
666,26,72,2,0
667,26,72,2,0
668,26,72,2,0
669,26,73,1,0
670,25,73,2,0
671,25,73,2,0
672,25,73,2,0
673,25,73,2,0
674,25,73,2,0
675,25,73,2,0
676,25,73,2,0
677,25,73,2,0
678,25,73,2,0
679,25,73,2,0
680,25,74,1,0
681,24,74,2,0
682,24,74,2,0
683,24,74,2,0
684,24,74,2,0
685,24,74,2,0
686,24,74,2,0
687,24,74,2,0
688,24,74,2,0
689,24,74,2,0
690,24,74,2,0
691,24,74,2,0
692,24,74,2,0
693,24,74,2,0
694,24,75,1,0
695,23,75,2,0
696,23,75,2,0
697,23,75,2,0
698,23,75,2,0
699,23,75,2,0
700,23,75,2,0
701,23,75,2,0
702,23,75,2,0
703,23,75,2,0
704,23,75,2,0
705,23,75,2,0
706,23,75,2,0
707,23,75,2,0
708,23,75,2,0
709,23,75,2,0
710,23,75,2,0
711,23,75,2,0
712,23,75,2,0
713,23,75,2,0
714,23,75,2,0
715,23,75,2,0
716,23,75,2,0
717,23,76,1,0
718,22,76,2,0
719,22,76,2,0
720,22,76,2,0
721,22,76,2,0
722,22,76,2,0
723,22,76,2,0
724,22,77,1,0
725,21,77,2,0
726,21,77,2,0
727,21,77,2,0
728,21,77,2,0
729,21,77,2,0
730,21,77,2,0
731,21,77,2,0
732,21,77,2,0
733,21,77,2,0
734,21,77,2,0
735,21,77,2,0
736,21,77,2,0
737,21,77,2,0
738,21,77,2,0
739,21,77,2,0
740,21,77,2,0
741,21,77,2,0
742,21,77,2,0
743,21,77,2,0
744,21,77,2,0
745,21,77,2,0
746,21,77,2,0
747,21,77,2,0
748,21,77,2,0
749,21,77,2,0
750,21,77,2,0
751,21,77,2,0
752,21,77,2,0
753,21,77,2,0
754,21,78,1,0
755,20,79,1,0
756,19,79,2,0
757,19,79,2,0
758,19,79,2,0
759,19,79,2,0
760,19,79,2,0
761,19,79,2,0
762,19,79,2,0
763,19,79,2,0
764,19,79,2,0
765,19,79,2,0
766,19,79,2,0
767,19,79,2,0
768,19,79,2,0
769,19,79,2,0
770,19,79,2,0
771,19,79,2,0
772,19,79,2,0
773,19,79,2,0
774,19,79,2,0
775,19,79,2,0
776,19,79,2,0
777,19,79,2,0
778,19,79,2,0
779,19,79,2,0
780,19,79,2,0
781,19,79,2,0
782,19,79,2,0
783,19,79,2,0
784,19,79,2,0
785,19,79,2,0
786,19,80,1,0
787,18,80,2,0
788,18,81,1,0
789,17,81,2,0
790,17,81,2,0
791,17,81,2,0
792,17,81,2,0
793,17,81,2,0
794,17,81,2,0
795,17,81,2,0
796,17,81,2,0
797,17,81,2,0
798,17,81,2,0
799,17,81,2,0
800,17,81,2,0
801,17,81,2,0
802,17,81,2,0
803,17,81,2,0
804,17,81,2,0
805,17,81,2,0
806,17,81,2,0
807,17,81,2,0
808,17,81,2,0
809,17,81,2,0
810,17,82,1,0
811,16,82,2,0
812,16,82,2,0
813,16,83,1,0
814,15,83,2,0
815,15,83,2,0
816,15,83,2,0
817,15,83,2,0
818,15,83,2,0
819,15,83,2,0
820,15,83,2,0
821,15,83,2,0
822,15,83,2,0
823,15,83,2,0
824,15,83,2,0
825,15,83,2,0
826,15,83,2,0
827,15,83,2,0
828,15,83,2,0
829,15,83,2,0
830,15,83,2,0
831,15,83,2,0
832,15,83,2,0
833,15,83,2,0
834,15,83,2,0
835,15,83,2,0
836,15,83,2,0
837,15,83,2,0
838,15,83,2,0
839,15,83,2,0
840,15,83,2,0
841,15,83,2,0
842,15,83,2,0
843,15,83,2,0
844,15,83,2,0
845,15,83,2,0
846,15,83,2,0
847,15,83,2,0
848,15,84,1,0
849,14,84,2,0
850,14,85,1,0
851,13,85,2,0
852,13,85,2,0
853,13,85,2,0
854,13,85,2,0
855,13,85,2,0
856,13,85,2,0
857,13,85,2,0
858,13,85,2,0
859,13,85,2,0
860,13,85,2,0
861,13,85,2,0
862,13,85,2,0
863,13,85,2,0
864,13,85,2,0
865,13,85,2,0
866,13,85,2,0
867,13,85,2,0
868,13,85,2,0
869,13,85,2,0
870,13,85,2,0
871,13,85,2,0
872,13,85,2,0
873,13,85,2,0
874,13,85,2,0
875,13,85,2,0
876,13,85,2,0
877,13,85,2,0
878,13,86,1,0
879,12,86,2,0
880,12,86,2,0
881,12,86,2,0
882,12,86,2,0
883,12,86,2,0
884,12,86,2,0
885,12,86,2,0
886,12,87,1,0
887,11,87,2,0
888,11,87,2,0
889,11,87,2,0
890,11,87,2,0
891,11,87,2,0
892,11,87,2,0
893,11,87,2,0
894,11,87,2,0
895,11,87,2,0
896,11,87,2,0
897,11,87,2,0
898,11,87,2,0
899,11,87,2,0
900,11,87,2,0
901,11,87,2,0
902,11,87,2,0
903,11,87,2,0
904,11,87,2,0
905,11,87,2,0
906,11,87,2,0
907,11,87,2,0
908,11,88,1,0
909,10,89,1,0
910,9,89,2,0
911,9,89,2,0
912,9,89,2,0
913,9,89,2,0
914,9,89,2,0
915,9,89,2,0
916,9,89,2,0
917,9,89,2,0
918,9,89,2,0
919,9,89,2,0
920,9,89,2,0
921,9,89,2,0
922,9,89,2,0
923,9,90,1,0
924,8,90,2,0
925,8,90,2,0
926,8,90,2,0
927,8,90,2,0
928,8,90,2,0
929,8,90,2,0
930,8,90,2,0
931,8,90,2,0
932,8,90,2,0
933,8,91,1,0
934,7,91,2,0
935,7,91,2,0
936,7,91,2,0
937,7,91,2,0
938,7,91,2,0
939,7,91,2,0
940,7,91,2,0
941,7,91,2,0
942,7,91,2,0
943,7,91,2,0
944,7,91,2,0
945,7,91,2,0
946,7,91,2,0
947,7,91,2,0
948,7,91,2,0
949,7,91,2,0
950,7,92,1,0
951,6,92,2,0
952,6,92,2,0
953,6,92,2,0
954,6,92,2,0
955,6,92,2,0
956,6,92,2,0
957,6,92,2,0
958,6,93,1,0
959,5,93,2,0
960,5,93,2,0
961,5,93,2,0
962,5,93,2,0
963,5,93,2,0
964,5,93,2,0
965,5,93,2,0
966,5,93,2,0
967,5,93,2,0
968,5,93,2,0
969,5,93,2,0
970,5,93,2,0
971,5,93,2,0
972,5,93,2,0
973,5,93,2,0
974,5,93,2,0
975,5,93,2,0
976,5,93,2,0
977,5,93,2,0
978,5,93,2,0
979,5,93,2,0
980,5,93,2,0
981,5,93,2,0
982,5,94,1,0
983,4,94,2,0
984,4,94,2,0
985,4,94,2,0
986,4,94,2,0
987,4,94,2,0
988,4,94,2,0
989,4,94,2,0
990,4,94,2,0
991,4,94,2,0
992,4,94,2,0
993,4,94,2,0
994,4,94,2,0
995,4,94,2,0
996,4,94,2,0
997,4,94,2,0
998,4,94,2,0
999,4,94,2,0
1000,4,94,2,0
1001,4,95,1,0
1002,3,95,2,0
1003,3,95,2,0
1004,3,96,1,0
1005,2,96,2,0
1006,2,96,2,0
1007,2,96,2,0
1008,2,96,2,0
1009,2,96,2,0
1010,2,96,2,0
1011,2,96,2,0
1012,2,96,2,0
1013,2,96,2,0
1014,2,96,2,0
1015,2,96,2,0
1016,2,96,2,0
1017,2,96,2,0
1018,2,96,2,0
1019,2,96,2,0
1020,2,96,2,0
1021,2,96,2,0
1022,2,96,2,0
1023,2,96,2,0
1024,2,96,2,0
1025,2,96,2,0
1026,2,96,2,0
1027,2,96,2,0
1028,2,96,2,0
1029,2,96,2,0
1030,2,96,2,0
1031,2,96,2,0
1032,2,96,2,0
1033,2,97,1,0
1034,1,97,2,0
1035,1,97,2,0
1036,1,97,2,0
1037,1,97,2,0
1038,1,97,2,0
1039,1,97,2,0
1040,1,97,2,0
1041,1,97,2,0
1042,1,97,2,0
1043,1,97,2,0
1044,1,97,2,0
1045,1,97,2,0
1046,1,97,2,0
1047,1,97,2,0
1048,1,97,2,0
1049,1,97,2,0
1050,1,98,1,0
1051,0,98,2,0
1052,0,98,2,0
1053,0,98,2,0
1054,0,98,2,0
1055,0,98,2,0
1056,0,98,2,0
1057,0,98,2,0
1058,0,98,2,0
1059,0,98,2,0
1060,0,98,2,0
1061,0,98,2,0
1062,0,98,2,0
1063,0,98,2,0
1064,0,98,2,0
1065,0,98,2,0
1066,0,98,2,0
1067,0,98,2,0
1068,0,98,2,0
1069,0,98,2,0
1070,0,98,2,0
1071,0,98,2,0
1072,0,98,2,0
1073,0,98,2,0
1074,0,98,2,0
1075,0,98,2,0
1076,0,98,2,0
1077,0,98,2,0
1078,0,99,1,0
1079,0,99,1,0
1080,0,99,1,0
1081,0,99,1,0
1082,0,100,0,0
